toa,toa_sub,Female,Gender - All,Male,Unspecified,cube,quarter
Non-permanent,42-Excepted Service - Schedule B,15359.0,32905.0,17546.0,,Employment - June 2010,2010-06
Non-permanent,44-Excepted Service - Schedule C,745.0,1446.0,701.0,,Employment - June 2010,2010-06
Non-permanent,46-Excepted Service - Executive,166.0,569.0,403.0,,Employment - June 2010,2010-06
Non-permanent,48-Excepted Service - Other,16490.0,36665.0,20175.0,,Employment - June 2010,2010-06
Non-permanent,60-Senior Executive Service - Limited Term,43.0,143.0,100.0,,Employment - June 2010,2010-06
Non-permanent,65-Senior Executive Service - Limited Emergency,,,,,Employment - June 2010,2010-06
Non-permanent,Non-permanent,60966.0,145572.0,84606.0,,Employment - June 2010,2010-06
Unspecified,Unspecified,35.0,87.0,52.0,,Employment - June 2010,2010-06
Permanent,10-Competitive Service - Career,500750.0,1129768.0,629018.0,,Employment - September 2010,2010-09
Permanent,15-Competitive Service - Career-Conditional,98919.0,252267.0,153348.0,,Employment - September 2010,2010-09
Permanent,30-Excepted Service - Schedule A,17812.0,42234.0,24422.0,,Employment - September 2010,2010-09
Permanent,32-Excepted Service - Schedule B,24637.0,61166.0,36529.0,,Employment - September 2010,2010-09
Permanent,36-Excepted Service - Executive,,18.0,,,Employment - September 2010,2010-09
Permanent,38-Excepted Service - Other,146590.0,338575.0,191984.0,,Employment - September 2010,2010-09
Permanent,50-Senior Executive Service - Career,2125.0,6997.0,4872.0,,Employment - September 2010,2010-09
Permanent,55-Senior Executive Service - Non-Career,273.0,671.0,398.0,,Employment - September 2010,2010-09
Permanent,**-Unspecified,,23.0,13.0,,Employment - September 2010,2010-09
Permanent,Permanent,791124.0,1831719.0,1040594.0,,Employment - September 2010,2010-09
Non-permanent,20-Competitive Service,14342.0,42263.0,27921.0,,Employment - September 2010,2010-09
Non-permanent,40-Excepted Service - Schedule A,10241.0,23047.0,12806.0,,Employment - September 2010,2010-09
Non-permanent,42-Excepted Service - Schedule B,6801.0,14334.0,7533.0,,Employment - September 2010,2010-09
Non-permanent,44-Excepted Service - Schedule C,766.0,1465.0,699.0,,Employment - September 2010,2010-09
Non-permanent,46-Excepted Service - Executive,184.0,622.0,438.0,,Employment - September 2010,2010-09
Non-permanent,48-Excepted Service - Other,16352.0,35853.0,19501.0,,Employment - September 2010,2010-09
Non-permanent,60-Senior Executive Service - Limited Term,41.0,142.0,101.0,,Employment - September 2010,2010-09
Non-permanent,65-Senior Executive Service - Limited Emergency,,,,,Employment - September 2010,2010-09
Non-permanent,Non-permanent,48728.0,117727.0,68999.0,,Employment - September 2010,2010-09
Unspecified,Unspecified,37.0,95.0,58.0,,Employment - September 2010,2010-09
Permanent,10-Competitive Service - Career,503638.0,1137461.0,633823.0,,Employment - December 2010,2010-12
Permanent,15-Competitive Service - Career-Conditional,99994.0,258417.0,158423.0,,Employment - December 2010,2010-12
Permanent,30-Excepted Service - Schedule A,18179.0,42982.0,24803.0,,Employment - December 2010,2010-12
Permanent,32-Excepted Service - Schedule B,24436.0,59468.0,35032.0,,Employment - December 2010,2010-12
Permanent,36-Excepted Service - Executive,,19.0,,,Employment - December 2010,2010-12
Permanent,38-Excepted Service - Other,149396.0,343242.0,193845.0,,Employment - December 2010,2010-12
Permanent,50-Senior Executive Service - Career,2162.0,7073.0,4911.0,,Employment - December 2010,2010-12
Permanent,55-Senior Executive Service - Non-Career,275.0,668.0,393.0,,Employment - December 2010,2010-12
Permanent,**-Unspecified,,24.0,13.0,,Employment - December 2010,2010-12
Permanent,Permanent,798100.0,1849354.0,1051253.0,,Employment - December 2010,2010-12
Non-permanent,20-Competitive Service,11298.0,31184.0,19886.0,,Employment - December 2010,2010-12
Non-permanent,40-Excepted Service - Schedule A,8563.0,18766.0,10203.0,,Employment - December 2010,2010-12
Non-permanent,42-Excepted Service - Schedule B,5165.0,10893.0,5728.0,,Employment - December 2010,2010-12
Non-permanent,44-Excepted Service - Schedule C,779.0,1486.0,707.0,,Employment - December 2010,2010-12
Non-permanent,46-Excepted Service - Executive,188.0,634.0,446.0,,Employment - December 2010,2010-12
Non-permanent,48-Excepted Service - Other,15958.0,35060.0,19102.0,,Employment - December 2010,2010-12
Non-permanent,60-Senior Executive Service - Limited Term,42.0,143.0,101.0,,Employment - December 2010,2010-12
Non-permanent,65-Senior Executive Service - Limited Emergency,,,,,Employment - December 2010,2010-12
Non-permanent,Non-permanent,41994.0,98168.0,56174.0,,Employment - December 2010,2010-12
Unspecified,Unspecified,39.0,96.0,57.0,,Employment - December 2010,2010-12
Permanent,10-Competitive Service - Career,502029.0,1137482.0,635453.0,,Employment - March 2011,2011-03
Permanent,15-Competitive Service - Career-Conditional,115225.0,297630.0,182405.0,,Employment - March 2011,2011-03
Permanent,30-Excepted Service - Schedule A,18345.0,43330.0,24985.0,,Employment - March 2011,2011-03
Permanent,32-Excepted Service - Schedule B,4951.0,11887.0,6936.0,,Employment - March 2011,2011-03
Permanent,36-Excepted Service - Executive,,19.0,,,Employment - March 2011,2011-03
Permanent,38-Excepted Service - Other,155502.0,354364.0,198861.0,,Employment - March 2011,2011-03
Permanent,50-Senior Executive Service - Career,2202.0,7101.0,4899.0,,Employment - March 2011,2011-03
Permanent,55-Senior Executive Service - Non-Career,284.0,684.0,400.0,,Employment - March 2011,2011-03
Permanent,**-Unspecified,,22.0,12.0,,Employment - March 2011,2011-03
Permanent,Permanent,798557.0,1852519.0,1053961.0,,Employment - March 2011,2011-03
Non-permanent,20-Competitive Service,11368.0,30467.0,19099.0,,Employment - March 2011,2011-03
Non-permanent,40-Excepted Service - Schedule A,8260.0,18239.0,9979.0,,Employment - March 2011,2011-03
Non-permanent,42-Excepted Service - Schedule B,3905.0,8348.0,4443.0,,Employment - March 2011,2011-03
Non-permanent,44-Excepted Service - Schedule C,781.0,1489.0,708.0,,Employment - March 2011,2011-03
Non-permanent,46-Excepted Service - Executive,187.0,635.0,448.0,,Employment - March 2011,2011-03
Non-permanent,48-Excepted Service - Other,15679.0,34535.0,18856.0,,Employment - March 2011,2011-03
Non-permanent,60-Senior Executive Service - Limited Term,42.0,131.0,89.0,,Employment - March 2011,2011-03
Non-permanent,65-Senior Executive Service - Limited Emergency,,,,,Employment - March 2011,2011-03
Non-permanent,Non-permanent,40223.0,93846.0,53623.0,,Employment - March 2011,2011-03
Unspecified,Unspecified,43.0,101.0,58.0,,Employment - March 2011,2011-03
Permanent,10-Competitive Service - Career,504386.0,1146162.0,641776.0,,Employment - June 2011,2011-06
Permanent,15-Competitive Service - Career-Conditional,109860.0,289351.0,179491.0,,Employment - June 2011,2011-06
Permanent,30-Excepted Service - Schedule A,18287.0,43233.0,24946.0,,Employment - June 2011,2011-06
Permanent,32-Excepted Service - Schedule B,5953.0,14157.0,8204.0,,Employment - June 2011,2011-06
Permanent,36-Excepted Service - Executive,,28.0,17.0,,Employment - June 2011,2011-06
Permanent,38-Excepted Service - Other,157224.0,354204.0,196979.0,,Employment - June 2011,2011-06
Permanent,50-Senior Executive Service - Career,2218.0,7127.0,4909.0,,Employment - June 2011,2011-06
Permanent,55-Senior Executive Service - Non-Career,286.0,689.0,403.0,,Employment - June 2011,2011-06
Permanent,**-Unspecified,,22.0,,,Employment - June 2011,2011-06
Permanent,Permanent,798236.0,1854973.0,1056736.0,,Employment - June 2011,2011-06
Non-permanent,20-Competitive Service,13950.0,40948.0,26998.0,,Employment - June 2011,2011-06
Non-permanent,40-Excepted Service - Schedule A,8795.0,20627.0,11832.0,,Employment - June 2011,2011-06
Non-permanent,42-Excepted Service - Schedule B,11452.0,24862.0,13410.0,,Employment - June 2011,2011-06
Non-permanent,44-Excepted Service - Schedule C,766.0,1472.0,706.0,,Employment - June 2011,2011-06
Non-permanent,46-Excepted Service - Executive,199.0,643.0,444.0,,Employment - June 2011,2011-06
Non-permanent,48-Excepted Service - Other,16005.0,35689.0,19684.0,,Employment - June 2011,2011-06
Non-permanent,60-Senior Executive Service - Limited Term,40.0,119.0,79.0,,Employment - June 2011,2011-06
Non-permanent,65-Senior Executive Service - Limited Emergency,,,,,Employment - June 2011,2011-06
Non-permanent,Non-permanent,51210.0,124364.0,73154.0,,Employment - June 2011,2011-06
Unspecified,Unspecified,44.0,106.0,62.0,,Employment - June 2011,2011-06
Permanent,10-Competitive Service - Career,509058.0,1158929.0,649871.0,,Employment - September 2011,2011-09
Permanent,15-Competitive Service - Career-Conditional,103896.0,279165.0,175269.0,,Employment - September 2011,2011-09
Permanent,30-Excepted Service - Schedule A,18302.0,43354.0,25052.0,,Employment - September 2011,2011-09
Permanent,32-Excepted Service - Schedule B,5102.0,12185.0,7083.0,,Employment - September 2011,2011-09
Permanent,36-Excepted Service - Executive,,27.0,16.0,,Employment - September 2011,2011-09
Permanent,38-Excepted Service - Other,157732.0,355099.0,197366.0,,Employment - September 2011,2011-09
Permanent,50-Senior Executive Service - Career,2235.0,7126.0,4891.0,,Employment - September 2011,2011-09
Permanent,55-Senior Executive Service - Non-Career,278.0,668.0,390.0,,Employment - September 2011,2011-09
Permanent,**-Unspecified,13.0,27.0,14.0,,Employment - September 2011,2011-09
Permanent,Permanent,796627.0,1856580.0,1059952.0,,Employment - September 2011,2011-09
Non-permanent,20-Competitive Service,12728.0,37145.0,24417.0,,Employment - September 2011,2011-09
Non-permanent,40-Excepted Service - Schedule A,8043.0,18809.0,10766.0,,Employment - September 2011,2011-09
Non-permanent,42-Excepted Service - Schedule B,5643.0,12221.0,6578.0,,Employment - September 2011,2011-09
Non-permanent,44-Excepted Service - Schedule C,752.0,1439.0,687.0,,Employment - September 2011,2011-09
Non-permanent,46-Excepted Service - Executive,192.0,633.0,441.0,,Employment - September 2011,2011-09
Non-permanent,48-Excepted Service - Other,15779.0,35073.0,19294.0,,Employment - September 2011,2011-09
Non-permanent,60-Senior Executive Service - Limited Term,37.0,125.0,88.0,,Employment - September 2011,2011-09
Non-permanent,65-Senior Executive Service - Limited Emergency,,,,,Employment - September 2011,2011-09
Non-permanent,Non-permanent,43177.0,105449.0,62272.0,,Employment - September 2011,2011-09
Unspecified,Unspecified,45.0,109.0,64.0,,Employment - September 2011,2011-09
Permanent,10-Competitive Service - Career,508105.0,1160301.0,652196.0,,Employment - December 2011,2011-12
Permanent,15-Competitive Service - Career-Conditional,99632.0,269717.0,170085.0,,Employment - December 2011,2011-12
Permanent,30-Excepted Service - Schedule A,18336.0,43496.0,25160.0,,Employment - December 2011,2011-12
Permanent,32-Excepted Service - Schedule B,5237.0,12446.0,7209.0,,Employment - December 2011,2011-12
Permanent,36-Excepted Service - Executive,,25.0,15.0,,Employment - December 2011,2011-12
Permanent,38-Excepted Service - Other,158412.0,355952.0,197540.0,,Employment - December 2011,2011-12
Permanent,50-Senior Executive Service - Career,2269.0,7133.0,4864.0,,Employment - December 2011,2011-12
Permanent,55-Senior Executive Service - Non-Career,289.0,675.0,386.0,,Employment - December 2011,2011-12
Permanent,**-Unspecified,12.0,23.0,,,Employment - December 2011,2011-12
Permanent,Permanent,792302.0,1849768.0,1057466.0,,Employment - December 2011,2011-12
Non-permanent,20-Competitive Service,9864.0,26339.0,16475.0,,Employment - December 2011,2011-12
Non-permanent,40-Excepted Service - Schedule A,7353.0,16738.0,9385.0,,Employment - December 2011,2011-12
Non-permanent,42-Excepted Service - Schedule B,4272.0,8981.0,4709.0,,Employment - December 2011,2011-12
Non-permanent,44-Excepted Service - Schedule C,733.0,1419.0,686.0,,Employment - December 2011,2011-12
Non-permanent,46-Excepted Service - Executive,195.0,636.0,441.0,,Employment - December 2011,2011-12
Non-permanent,48-Excepted Service - Other,15376.0,34350.0,18974.0,,Employment - December 2011,2011-12
Non-permanent,60-Senior Executive Service - Limited Term,39.0,115.0,76.0,,Employment - December 2011,2011-12
Non-permanent,65-Senior Executive Service - Limited Emergency,,,,,Employment - December 2011,2011-12
Non-permanent,Non-permanent,37835.0,88582.0,50747.0,,Employment - December 2011,2011-12
Unspecified,Unspecified,46.0,112.0,66.0,,Employment - December 2011,2011-12
Permanent,10-Competitive Service - Career,508654.0,1165007.0,656353.0,,Employment - March 2012,2012-03
Permanent,15-Competitive Service - Career-Conditional,95790.0,259345.0,163555.0,,Employment - March 2012,2012-03
Permanent,30-Excepted Service - Schedule A,18501.0,43891.0,25390.0,,Employment - March 2012,2012-03
Permanent,32-Excepted Service - Schedule B,4939.0,11538.0,6599.0,,Employment - March 2012,2012-03
Permanent,36-Excepted Service - Executive,,25.0,15.0,,Employment - March 2012,2012-03
Permanent,38-Excepted Service - Other,159075.0,356837.0,197762.0,,Employment - March 2012,2012-03
Permanent,50-Senior Executive Service - Career,2269.0,7143.0,4874.0,,Employment - March 2012,2012-03
Permanent,55-Senior Executive Service - Non-Career,294.0,680.0,386.0,,Employment - March 2012,2012-03
Permanent,**-Unspecified,,19.0,,,Employment - March 2012,2012-03
Permanent,Permanent,789543.0,1844485.0,1054942.0,,Employment - March 2012,2012-03
Non-permanent,20-Competitive Service,9875.0,25871.0,15996.0,,Employment - March 2012,2012-03
Non-permanent,40-Excepted Service - Schedule A,6973.0,15856.0,8883.0,,Employment - March 2012,2012-03
Non-permanent,42-Excepted Service - Schedule B,3114.0,6682.0,3568.0,,Employment - March 2012,2012-03
Non-permanent,44-Excepted Service - Schedule C,750.0,1437.0,687.0,,Employment - March 2012,2012-03
Non-permanent,46-Excepted Service - Executive,187.0,618.0,431.0,,Employment - March 2012,2012-03
Non-permanent,48-Excepted Service - Other,15119.0,33993.0,18874.0,,Employment - March 2012,2012-03
Non-permanent,60-Senior Executive Service - Limited Term,38.0,116.0,78.0,,Employment - March 2012,2012-03
Non-permanent,65-Senior Executive Service - Limited Emergency,,,,,Employment - March 2012,2012-03
Non-permanent,Non-permanent,36059.0,84576.0,48517.0,,Employment - March 2012,2012-03
Unspecified,Unspecified,46.0,114.0,68.0,,Employment - March 2012,2012-03
Permanent,10-Competitive Service - Career,511508.0,1175565.0,664057.0,,Employment - June 2012,2012-06
Permanent,15-Competitive Service - Career-Conditional,89465.0,244861.0,155396.0,,Employment - June 2012,2012-06
Permanent,30-Excepted Service - Schedule A,18736.0,44360.0,25624.0,,Employment - June 2012,2012-06
Permanent,32-Excepted Service - Schedule B,6332.0,14645.0,8313.0,,Employment - June 2012,2012-06
Permanent,36-Excepted Service - Executive,,25.0,15.0,,Employment - June 2012,2012-06
Permanent,38-Excepted Service - Other,159538.0,356817.0,197279.0,,Employment - June 2012,2012-06
Permanent,50-Senior Executive Service - Career,2287.0,7085.0,4798.0,,Employment - June 2012,2012-06
Permanent,55-Senior Executive Service - Non-Career,292.0,681.0,389.0,,Employment - June 2012,2012-06
Permanent,**-Unspecified,12.0,20.0,,,Employment - June 2012,2012-06
Permanent,Permanent,788180.0,1844059.0,1055879.0,,Employment - June 2012,2012-06
Non-permanent,20-Competitive Service,12605.0,37327.0,24722.0,,Employment - June 2012,2012-06
Non-permanent,40-Excepted Service - Schedule A,7469.0,18202.0,10733.0,,Employment - June 2012,2012-06
Non-permanent,42-Excepted Service - Schedule B,10746.0,23028.0,12282.0,,Employment - June 2012,2012-06
Non-permanent,44-Excepted Service - Schedule C,737.0,1407.0,670.0,,Employment - June 2012,2012-06
Non-permanent,46-Excepted Service - Executive,194.0,632.0,438.0,,Employment - June 2012,2012-06
Non-permanent,48-Excepted Service - Other,15559.0,35004.0,19445.0,,Employment - June 2012,2012-06
Non-permanent,60-Senior Executive Service - Limited Term,37.0,116.0,79.0,,Employment - June 2012,2012-06
Non-permanent,65-Senior Executive Service - Limited Emergency,,,,,Employment - June 2012,2012-06
Non-permanent,Non-permanent,47349.0,115718.0,68369.0,,Employment - June 2012,2012-06
Unspecified,Unspecified,46.0,116.0,70.0,,Employment - June 2012,2012-06
Permanent,10-Competitive Service - Career,510397.0,1183842.0,673445.0,,Employment - September 2012,2012-09
Permanent,15-Competitive Service - Career-Conditional,82947.0,229282.0,146335.0,,Employment - September 2012,2012-09
Permanent,30-Excepted Service - Schedule A,18631.0,44341.0,25710.0,,Employment - September 2012,2012-09
Permanent,32-Excepted Service - Schedule B,4743.0,10937.0,6194.0,,Employment - September 2012,2012-09
Permanent,35-Excepted Service - Schedule D,629.0,1608.0,979.0,,Employment - September 2012,2012-09
Permanent,36-Excepted Service - Executive,13.0,30.0,17.0,,Employment - September 2012,2012-09
Permanent,38-Excepted Service - Other,170083.0,372381.0,202298.0,,Employment - September 2012,2012-09
Permanent,50-Senior Executive Service - Career,2342.0,7198.0,4856.0,,Employment - September 2012,2012-09
Permanent,55-Senior Executive Service - Non-Career,289.0,674.0,385.0,,Employment - September 2012,2012-09
Permanent,**-Unspecified,,18.0,,,Employment - September 2012,2012-09
Permanent,Permanent,790085.0,1850311.0,1060226.0,,Employment - September 2012,2012-09
Non-permanent,20-Competitive Service,11547.0,34303.0,22756.0,,Employment - September 2012,2012-09
Non-permanent,40-Excepted Service - Schedule A,6914.0,16679.0,9765.0,,Employment - September 2012,2012-09
Non-permanent,42-Excepted Service - Schedule B,4120.0,8917.0,4797.0,,Employment - September 2012,2012-09
Non-permanent,44-Excepted Service - Schedule C,750.0,1408.0,658.0,,Employment - September 2012,2012-09
Non-permanent,45-Excepted Service - Schedule D,929.0,1804.0,875.0,,Employment - September 2012,2012-09
Non-permanent,46-Excepted Service - Executive,193.0,632.0,439.0,,Employment - September 2012,2012-09
Non-permanent,48-Excepted Service - Other,15680.0,34830.0,19150.0,,Employment - September 2012,2012-09
Non-permanent,60-Senior Executive Service - Limited Term,36.0,114.0,78.0,,Employment - September 2012,2012-09
Non-permanent,65-Senior Executive Service - Limited Emergency,,,,,Employment - September 2012,2012-09
Non-permanent,Non-permanent,40171.0,98689.0,58518.0,,Employment - September 2012,2012-09
Unspecified,Unspecified,,16.0,,,Employment - September 2012,2012-09
Permanent,10-Competitive Service - Career,511719.0,1190864.0,679145.0,,Employment - December 2012,2012-12
Permanent,15-Competitive Service - Career-Conditional,80739.0,222740.0,142001.0,,Employment - December 2012,2012-12
Permanent,30-Excepted Service - Schedule A,18623.0,44317.0,25694.0,,Employment - December 2012,2012-12
Permanent,32-Excepted Service - Schedule B,2466.0,5802.0,3336.0,,Employment - December 2012,2012-12
Permanent,35-Excepted Service - Schedule D,2930.0,6749.0,3819.0,,Employment - December 2012,2012-12
Permanent,36-Excepted Service - Executive,13.0,30.0,17.0,,Employment - December 2012,2012-12
Permanent,38-Excepted Service - Other,172170.0,375793.0,203623.0,,Employment - December 2012,2012-12
Permanent,50-Senior Executive Service - Career,2365.0,7299.0,4934.0,,Employment - December 2012,2012-12
Permanent,55-Senior Executive Service - Non-Career,282.0,654.0,372.0,,Employment - December 2012,2012-12
Permanent,**-Unspecified,,18.0,,,Employment - December 2012,2012-12
Permanent,Permanent,791318.0,1854266.0,1062948.0,,Employment - December 2012,2012-12
Non-permanent,20-Competitive Service,8989.0,24476.0,15487.0,,Employment - December 2012,2012-12
Non-permanent,40-Excepted Service - Schedule A,6814.0,15451.0,8637.0,,Employment - December 2012,2012-12
Non-permanent,42-Excepted Service - Schedule B,1533.0,3539.0,2006.0,,Employment - December 2012,2012-12
Non-permanent,44-Excepted Service - Schedule C,733.0,1375.0,642.0,,Employment - December 2012,2012-12
Non-permanent,45-Excepted Service - Schedule D,2275.0,4249.0,1974.0,,Employment - December 2012,2012-12
Non-permanent,46-Excepted Service - Executive,187.0,615.0,428.0,,Employment - December 2012,2012-12
Non-permanent,48-Excepted Service - Other,15633.0,34829.0,19196.0,,Employment - December 2012,2012-12
Non-permanent,60-Senior Executive Service - Limited Term,34.0,101.0,67.0,,Employment - December 2012,2012-12
Non-permanent,65-Senior Executive Service - Limited Emergency,,,,,Employment - December 2012,2012-12
Non-permanent,Non-permanent,36199.0,84636.0,48437.0,,Employment - December 2012,2012-12
Unspecified,Unspecified,,13.0,,,Employment - December 2012,2012-12
Permanent,10-Competitive Service - Career,511591.0,1193258.0,681667.0,,Employment - March 2013,2013-03
Permanent,15-Competitive Service - Career-Conditional,76809.0,212423.0,135614.0,,Employment - March 2013,2013-03
Permanent,30-Excepted Service - Schedule A,18485.0,44063.0,25578.0,,Employment - March 2013,2013-03
Permanent,32-Excepted Service - Schedule B,4295.0,10123.0,5828.0,,Employment - March 2013,2013-03
Permanent,35-Excepted Service - Schedule D,779.0,1588.0,809.0,,Employment - March 2013,2013-03
Permanent,36-Excepted Service - Executive,13.0,30.0,17.0,,Employment - March 2013,2013-03
Permanent,38-Excepted Service - Other,173117.0,375978.0,202861.0,,Employment - March 2013,2013-03
Permanent,50-Senior Executive Service - Career,2340.0,7206.0,4866.0,,Employment - March 2013,2013-03
Permanent,55-Senior Executive Service - Non-Career,263.0,600.0,337.0,,Employment - March 2013,2013-03
Permanent,**-Unspecified,,13.0,,,Employment - March 2013,2013-03
Permanent,Permanent,787701.0,1845282.0,1057581.0,,Employment - March 2013,2013-03
Non-permanent,20-Competitive Service,9568.0,24392.0,14824.0,,Employment - March 2013,2013-03
Non-permanent,40-Excepted Service - Schedule A,6308.0,13646.0,7338.0,,Employment - March 2013,2013-03
Non-permanent,42-Excepted Service - Schedule B,1832.0,4008.0,2176.0,,Employment - March 2013,2013-03
Non-permanent,44-Excepted Service - Schedule C,714.0,1321.0,607.0,,Employment - March 2013,2013-03
Non-permanent,45-Excepted Service - Schedule D,377.0,645.0,268.0,,Employment - March 2013,2013-03
Non-permanent,46-Excepted Service - Executive,179.0,588.0,409.0,,Employment - March 2013,2013-03
Non-permanent,48-Excepted Service - Other,15795.0,34675.0,18880.0,,Employment - March 2013,2013-03
Non-permanent,60-Senior Executive Service - Limited Term,33.0,106.0,73.0,,Employment - March 2013,2013-03
Non-permanent,65-Senior Executive Service - Limited Emergency,,,,,Employment - March 2013,2013-03
Non-permanent,Non-permanent,34807.0,79384.0,44577.0,,Employment - March 2013,2013-03
Unspecified,Unspecified,,12.0,,,Employment - March 2013,2013-03
Permanent,10-Competitive Service - Career,514137.0,1202720.0,688583.0,,Employment - June 2013,2013-06
Permanent,15-Competitive Service - Career-Conditional,69074.0,192656.0,123582.0,,Employment - June 2013,2013-06
Permanent,30-Excepted Service - Schedule A,18294.0,43932.0,25638.0,,Employment - June 2013,2013-06
Permanent,32-Excepted Service - Schedule B,4464.0,10664.0,6200.0,,Employment - June 2013,2013-06
Permanent,35-Excepted Service - Schedule D,1246.0,2706.0,1460.0,,Employment - June 2013,2013-06
Permanent,36-Excepted Service - Executive,13.0,29.0,16.0,,Employment - June 2013,2013-06
Permanent,38-Excepted Service - Other,174090.0,376514.0,202424.0,,Employment - June 2013,2013-06
Permanent,50-Senior Executive Service - Career,2344.0,7187.0,4843.0,,Employment - June 2013,2013-06
Permanent,55-Senior Executive Service - Non-Career,272.0,613.0,341.0,,Employment - June 2013,2013-06
Permanent,**-Unspecified,,17.0,,,Employment - June 2013,2013-06
Permanent,Permanent,783943.0,1837038.0,1053095.0,,Employment - June 2013,2013-06
Non-permanent,20-Competitive Service,12352.0,36319.0,23967.0,,Employment - June 2013,2013-06
Non-permanent,40-Excepted Service - Schedule A,6126.0,14113.0,7987.0,,Employment - June 2013,2013-06
Non-permanent,42-Excepted Service - Schedule B,2107.0,4742.0,2635.0,,Employment - June 2013,2013-06
Non-permanent,44-Excepted Service - Schedule C,694.0,1304.0,610.0,,Employment - June 2013,2013-06
Non-permanent,45-Excepted Service - Schedule D,1611.0,3275.0,1664.0,,Employment - June 2013,2013-06
Non-permanent,46-Excepted Service - Executive,172.0,564.0,392.0,,Employment - June 2013,2013-06
Non-permanent,48-Excepted Service - Other,16157.0,35569.0,19412.0,,Employment - June 2013,2013-06
Non-permanent,60-Senior Executive Service - Limited Term,34.0,102.0,68.0,,Employment - June 2013,2013-06
Non-permanent,65-Senior Executive Service - Limited Emergency,,,,,Employment - June 2013,2013-06
Non-permanent,Non-permanent,39254.0,95991.0,56737.0,,Employment - June 2013,2013-06
Unspecified,Unspecified,,15.0,,,Employment - June 2013,2013-06
Permanent,10-Competitive Service - Career,518922.0,1218515.0,699593.0,,Employment - September 2013,2013-09
Permanent,15-Competitive Service - Career-Conditional,61019.0,171942.0,110923.0,,Employment - September 2013,2013-09
Permanent,30-Excepted Service - Schedule A,18362.0,44105.0,25743.0,,Employment - September 2013,2013-09
Permanent,32-Excepted Service - Schedule B,3499.0,8450.0,4951.0,,Employment - September 2013,2013-09
Permanent,35-Excepted Service - Schedule D,1260.0,2832.0,1572.0,,Employment - September 2013,2013-09
Permanent,36-Excepted Service - Executive,13.0,30.0,17.0,,Employment - September 2013,2013-09
Permanent,38-Excepted Service - Other,175556.0,378018.0,202462.0,,Employment - September 2013,2013-09
Permanent,50-Senior Executive Service - Career,2346.0,7189.0,4843.0,,Employment - September 2013,2013-09
Permanent,55-Senior Executive Service - Non-Career,283.0,625.0,342.0,,Employment - September 2013,2013-09
Permanent,**-Unspecified,,17.0,,,Employment - September 2013,2013-09
Permanent,Permanent,781268.0,1831723.0,1050455.0,,Employment - September 2013,2013-09
Non-permanent,20-Competitive Service,11123.0,33373.0,22250.0,,Employment - September 2013,2013-09
Non-permanent,40-Excepted Service - Schedule A,5366.0,12175.0,6809.0,,Employment - September 2013,2013-09
Non-permanent,42-Excepted Service - Schedule B,1243.0,2891.0,1648.0,,Employment - September 2013,2013-09
Non-permanent,44-Excepted Service - Schedule C,701.0,1308.0,607.0,,Employment - September 2013,2013-09
Non-permanent,45-Excepted Service - Schedule D,881.0,1678.0,797.0,,Employment - September 2013,2013-09
Non-permanent,46-Excepted Service - Executive,174.0,562.0,388.0,,Employment - September 2013,2013-09
Non-permanent,48-Excepted Service - Other,15826.0,34048.0,18222.0,,Employment - September 2013,2013-09
Non-permanent,60-Senior Executive Service - Limited Term,31.0,92.0,61.0,,Employment - September 2013,2013-09
Non-permanent,65-Senior Executive Service - Limited Emergency,,,,,Employment - September 2013,2013-09
Non-permanent,Non-permanent,35346.0,86129.0,50783.0,,Employment - September 2013,2013-09
Unspecified,Unspecified,,,,,Employment - September 2013,2013-09
Permanent,10-Competitive Service - Career,520980.0,1226885.0,705905.0,,Employment - December 2013,2013-12
Permanent,15-Competitive Service - Career-Conditional,55667.0,157808.0,102141.0,,Employment - December 2013,2013-12
Permanent,30-Excepted Service - Schedule A,18282.0,44030.0,25748.0,,Employment - December 2013,2013-12
Permanent,32-Excepted Service - Schedule B,3206.0,7915.0,4709.0,,Employment - December 2013,2013-12
Permanent,35-Excepted Service - Schedule D,1460.0,3285.0,1825.0,,Employment - December 2013,2013-12
Permanent,36-Excepted Service - Executive,13.0,29.0,16.0,,Employment - December 2013,2013-12
Permanent,38-Excepted Service - Other,177268.0,380286.0,203018.0,,Employment - December 2013,2013-12
Permanent,50-Senior Executive Service - Career,2349.0,7187.0,4838.0,,Employment - December 2013,2013-12
Permanent,55-Senior Executive Service - Non-Career,297.0,647.0,350.0,,Employment - December 2013,2013-12
Permanent,**-Unspecified,,20.0,,,Employment - December 2013,2013-12
Permanent,Permanent,779531.0,1828092.0,1048561.0,,Employment - December 2013,2013-12
Non-permanent,20-Competitive Service,7875.0,21858.0,13983.0,,Employment - December 2013,2013-12
Non-permanent,40-Excepted Service - Schedule A,4936.0,10468.0,5532.0,,Employment - December 2013,2013-12
Non-permanent,42-Excepted Service - Schedule B,1071.0,2488.0,1417.0,,Employment - December 2013,2013-12
Non-permanent,44-Excepted Service - Schedule C,710.0,1312.0,602.0,,Employment - December 2013,2013-12
Non-permanent,45-Excepted Service - Schedule D,741.0,1385.0,644.0,,Employment - December 2013,2013-12
Non-permanent,46-Excepted Service - Executive,172.0,568.0,396.0,,Employment - December 2013,2013-12
Non-permanent,48-Excepted Service - Other,15284.0,32949.0,17665.0,,Employment - December 2013,2013-12
Non-permanent,60-Senior Executive Service - Limited Term,34.0,97.0,63.0,,Employment - December 2013,2013-12
